geo_point_2d,geo_shape,latitude,longitude,road_name,installed_year,range,type,date,easting,northing,projection,postcode,pc85th_kmh,volume_12h,volume_24h,comm_vhcl,peakvol,suburb_name,ward_name,gisfid
"-38.0979420014, 145.2509850272","{""coordinates"": [145.2509850272, -38.0979420014], ""type"": ""Point""}",-38.097942001409734,145.2509850272387,QUARTERS BOULEVARD,2022,Between 50km/h and 60km/h,W,2022-05-19,346640,5781874,MGA2020 zone 55,3977,56.7,835,1094,10.14,10.45,CRANBOURNE WEST,MAYFIELD,443
"-38.0811750022, 145.3154490289","{""coordinates"": [145.3154490289, -38.0811750022], ""type"": ""Point""}",-38.08117500216304,145.31544902889175,WILLIAM THWAITES BOULEVARD,2022,More than 60km/h,W,2022-05-19,352259,5783840,MGA2020 zone 55,3977,60.6,2599,3290,6.19,9.54,CRANBOURNE NORTH,SPRINGFIELD,445
"-38.0459620028, 145.3259320423","{""coordinates"": [145.3259320423, -38.0459620028], ""type"": ""Point""}",-38.04596200275383,145.32593204234058,GRAND ARCH WAY,2022,Between 40km/h and 50km/h,W,2022-05-20,353108,5787764,MGA2020 zone 55,3806,49.8,337,412,2.46,11.85,BERWICK,EDRINGTON,455
"-38.0679140003, 145.3095040095","{""coordinates"": [145.3095040095, -38.0679140003], ""type"": ""Point""}",-38.067914000295126,145.30950400945517,THE PROMENADE,2022,Between 50km/h and 60km/h,W,2022-05-20,351711,5785302,MGA2020 zone 55,3805,54.4,6834,8365,31.06,10.21,NARRE WARREN SOUTH,SPRINGFIELD,457
"-38.0989510036, 145.2719880241","{""coordinates"": [145.2719880241, -38.0989510036], ""type"": ""Point""}",-38.09895100355243,145.2719880241411,LAMONT CRESCENT,2022,Between 40km/h and 50km/h,W,2022-05-20,348484,5781797,MGA2020 zone 55,3977,44.3,129,154,12.81,14.21,CRANBOURNE,MAYFIELD,459
"-38.0910970029, 145.2570780276","{""coordinates"": [145.2570780276, -38.0910970029], ""type"": ""Point""}",-38.091097002870384,145.25707802764452,GENOA WAY,2022,Between 40km/h and 50km/h,W,2022-05-20,347160,5782644,MGA2020 zone 55,3977,43.5,98,129,9.07,13.91,CRANBOURNE WEST,MAYFIELD,461
"-38.1204160017, 145.2559760142","{""coordinates"": [145.2559760142, -38.1204160017], ""type"": ""Point""}",-38.1204160016697,145.25597601423445,BROOKLAND GREENS BOULEVARD,2022,Between 50km/h and 60km/h,W,2022-05-20,347124,5779389,MGA2020 zone 55,3977,50.4,1041,1274,7.53,9.67,CRANBOURNE,BALLA BALLA,462
"-38.1082220019, 145.2606850103","{""coordinates"": [145.2606850103, -38.1082220019], ""type"": ""Point""}",-38.108222001876456,145.2606850102745,SCARBOROUGH AVENUE,2022,Between 40km/h and 50km/h,W,2022-05-20,347512,5780750,MGA2020 zone 55,3977,46.3,660,799,4.52,10.72,CRANBOURNE WEST,MAYFIELD,473
"-38.0451810032, 145.2615830342","{""coordinates"": [145.2615830342, -38.0451810032], ""type"": ""Point""}",-38.04518100317816,145.26158303421852,OLIVE ROAD,2022,More than 60km/h,W,2022-05-20,347460,5787747,MGA2020 zone 55,3975,62.4,937,1262,10.87,11.71,LYNBROOK,RIVER GUM,474
"-38.0840040027, 145.3172450325","{""coordinates"": [145.3172450325, -38.0840040027], ""type"": ""Point""}",-38.08400400265544,145.31724503249288,BIBURY STREET,2022,Between 40km/h and 50km/h,W,2022-05-20,352422,5783529,MGA2020 zone 55,3977,44.4,1448,1770,9.69,12.19,CRANBOURNE NORTH,SPRINGFIELD,475
"-38.0725180017, 145.3432000149","{""coordinates"": [145.3432000149, -38.0725180017], ""type"": ""Point""}",-38.072518001719374,145.3432000148655,BERNADETTE DRIVE,2022,Between 50km/h and 60km/h,W,2022-05-20,354676,5784844,MGA2020 zone 55,3806,51.0,63,72,2.78,31.0,BERWICK,EDRINGTON,481
"-38.0806310029, 145.3728440118","{""coordinates"": [145.3728440118, -38.0806310029], ""type"": ""Point""}",-38.08063100286939,145.37284401182882,FERDINAND DRIVE,2022,More than 60km/h,W,2022-05-20,357292,5783990,MGA2020 zone 55,3978,60.0,1001,1187,11.48,15.88,CLYDE NORTH,EDRINGTON,485
"-38.0573700012, 145.3311050314","{""coordinates"": [145.3311050314, -38.0573700012], ""type"": ""Point""}",-38.057370001212405,145.33110503137766,DOMAIN DRIVE,2022,Between 50km/h and 60km/h,W,2022-08-24,353585,5786506,MGA2020 zone 55,3806,54.9,3307,4215,3.87,9.35,BERWICK,EDRINGTON,489
"-38.0213230044, 145.3535640341","{""coordinates"": [145.3535640341, -38.0213230044], ""type"": ""Point""}",-38.021323004417034,145.35356403413724,BEAUMONT ROAD,2022,More than 60km/h,W,2022-08-24,355484,5790541,MGA2020 zone 55,3806,64.7,718,902,11.35,8.68,BERWICK,EDRINGTON,491
"-38.2136660021, 145.3388020537","{""coordinates"": [145.3388020537, -38.2136660021], ""type"": ""Point""}",-38.213666002081915,145.33880205369513,FISHERMANS DRIVE,2022,Between 40km/h and 50km/h,W,2022-08-24,354571,5769174,MGA2020 zone 55,3980,46.7,260,311,6.72,11.11,BLIND BIGHT,BALLA BALLA,494
"-38.1463100038, 145.2896590392","{""coordinates"": [145.2896590392, -38.1463100038], ""type"": ""Point""}",-38.14631000382003,145.28965903921682,BOTTLETREE ROAD,2022,Between 40km/h and 50km/h,W,2022-08-24,350130,5776570,MGA2020 zone 55,3977,42.6,213,258,7.86,12.1,BOTANIC RIDGE,BALLA BALLA,496
"-38.0224297657, 145.2560724825","{""coordinates"": [145.2560724825, -38.0224297657], ""type"": ""Point""}",-38.022429765663965,145.25607248251697,OAKTREE DRIVE,2019,Between 30km/h and 40km/h,W,2019-03-20,346929,5790262,MGA2020 zone 55,3976,34.0,404,545,3.8,8.26,HAMPTON PARK,RIVER GUM,3
"-38.0318310087, 145.3386463927","{""coordinates"": [145.3386463927, -38.0318310087], ""type"": ""Point""}",-38.031831008684286,145.3386463927312,MILLWOOD AVENUE,2018,Between 50km/h and 60km/h,W,2018-03-02,354196,5789352,MGA2020 zone 55,3806,52.1,782,878,4.2,13.21,BERWICK,EDRINGTON,9
"-38.0284020434, 145.3127135052","{""coordinates"": [145.3127135052, -38.0284020434], ""type"": ""Point""}",-38.02840204340704,145.31271350518105,LLOYD AVENUE,2018,Between 40km/h and 50km/h,W,2018-03-02,351913,5789691,MGA2020 zone 55,3805,41.5,76,92,5.37,21.74,NARRE WARREN,SPRINGFIELD,10
"-38.0277428773, 145.3078199464","{""coordinates"": [145.3078199464, -38.0277428773], ""type"": ""Point""}",-38.02774287727892,145.30781994639796,LANCASTER AVENUE,2018,Between 40km/h and 50km/h,W,2018-03-02,351482,5789756,MGA2020 zone 55,3805,43.6,1523,1845,4.0,15.45,NARRE WARREN,SPRINGFIELD,11
"-38.1070264402, 145.2673242328","{""coordinates"": [145.2673242328, -38.1070264402], ""type"": ""Point""}",-38.10702644016216,145.26732423282974,ISAAC SMITH CRESCENT,2019,Between 50km/h and 60km/h,W,2019-05-17,348091,5780893,MGA2020 zone 55,3977,51.0,726,902,2.5,11.86,CRANBOURNE,MAYFIELD,14
"-38.0788760325, 145.2952606864","{""coordinates"": [145.2952606864, -38.0788760325], ""type"": ""Point""}",-38.07887603253891,145.29526068640982,HAMILTON DRIVE,2019,Between 50km/h and 60km/h,W,2019-03-20,350484,5784062,MGA2020 zone 55,3977,53.0,1077,1437,3.8,12.46,CRANBOURNE NORTH,MAYFIELD,19
"-38.0772070227, 145.2921831578","{""coordinates"": [145.2921831578, -38.0772070227], ""type"": ""Point""}",-38.07720702266571,145.292183157834,HAMILTON DRIVE,2019,Between 50km/h and 60km/h,W,2019-03-20,350210,5784243,MGA2020 zone 55,3977,54.0,328,420,3.3,15.71,CRANBOURNE NORTH,MAYFIELD,20
"-38.1059383226, 145.2562213083","{""coordinates"": [145.2562213083, -38.1059383226], ""type"": ""Point""}",-38.1059383225574,145.25622130827864,NAVARRE DRIVE,2018,Between 50km/h and 60km/h,W,2018-03-14,347116,5780996,MGA2020 zone 55,3977,50.7,738,886,3.33,26.3,CRANBOURNE WEST,MAYFIELD,26
"-38.0740557321, 145.267326231","{""coordinates"": [145.267326231, -38.0740557321], ""type"": ""Point""}",-38.0740557321113,145.26732623102933,WENTWORTH STREET,2019,Between 40km/h and 50km/h,W,2019-05-22,348023,5784552,MGA2020 zone 55,3977,49.0,1248,1601,4.5,13.74,CRANBOURNE NORTH,MAYFIELD,27
"-38.0394105974, 145.3189108272","{""coordinates"": [145.3189108272, -38.0394105974], ""type"": ""Point""}",-38.03941059738167,145.31891082719338,FLEETWOOD DRIVE,2018,Between 50km/h and 60km/h,W,2018-06-23,352479,5788479,MGA2020 zone 55,3805,50.0,2750,3318,5.04,12.09,NARRE WARREN,SPRINGFIELD,30
"-38.0642810635, 145.3037661951","{""coordinates"": [145.3037661951, -38.0642810635], ""type"": ""Point""}",-38.0642810635295,145.30376619508155,GALLOWAY DRIVE,2019,Between 40km/h and 50km/h,W,2019-05-30,351200,5785696,MGA2020 zone 55,3805,48.3,962,1169,3.0,14.88,NARRE WARREN SOUTH,SPRINGFIELD,31
"-38.0548794015, 145.3323802246","{""coordinates"": [145.3323802246, -38.0548794015], ""type"": ""Point""}",-38.05487940148251,145.33238022464465,HOMESTEAD ROAD,2019,Between 50km/h and 60km/h,W,2019-05-30,353692,5786784,MGA2020 zone 55,3806,57.3,2009,2722,4.6,9.44,BERWICK,EDRINGTON,33
"-38.0628388879, 145.301708809","{""coordinates"": [145.301708809, -38.0628388879], ""type"": ""Point""}",-38.062838887899225,145.30170880904873,GALLOWAY DRIVE,2019,Between 40km/h and 50km/h,W,2019-05-30,351017,5785852,MGA2020 zone 55,3805,43.7,913,1135,3.4,15.51,NARRE WARREN SOUTH,SPRINGFIELD,34
"-38.0461394723, 145.3377472273","{""coordinates"": [145.3377472273, -38.0461394723], ""type"": ""Point""}",-38.04613947231383,145.3377472273303,COUNTY DRIVE,2018,Between 50km/h and 60km/h,W,2018-03-02,354145,5787763,MGA2020 zone 55,3806,53.0,2581,3435,3.36,9.64,BERWICK,EDRINGTON,35
"-38.001418294, 145.258101541","{""coordinates"": [145.258101541, -38.001418294], ""type"": ""Point""}",-38.001418294011344,145.25810154100049,HARMER ROAD,2019,Between 40km/h and 50km/h,W,2019-05-22,347063,5792597,MGA2020 zone 55,3803,47.0,2505,3136,5.6,12.12,HALLAM,RIVER GUM,37
"-37.9820710977, 145.2611910767","{""coordinates"": [145.2611910767, -37.9820710977], ""type"": ""Point""}",-37.982071097744935,145.26119107670942,WILLIAM HOVELL DRIVE,2018,Between 50km/h and 60km/h,W,2018-06-23,347294,5794749,MGA2020 zone 55,3802,52.7,683,830,2.63,12.65,ENDEAVOUR HILLS,FOUR OAKS,44
"-37.9840385851, 145.2617042956","{""coordinates"": [145.2617042956, -37.9840385851], ""type"": ""Point""}",-37.98403858514291,145.26170429561557,WILLIAM HOVELL DRIVE,2018,More than 60km/h,W,2018-06-23,347343,5794531,MGA2020 zone 55,3802,60.2,594,715,4.43,14.27,ENDEAVOUR HILLS,FOUR OAKS,45
"-38.0820042344, 145.2933297208","{""coordinates"": [145.2933297208, -38.0820042344], ""type"": ""Point""}",-38.082004234447055,145.29332972083077,JESSIE STREET,2019,Between 40km/h and 50km/h,W,2019-08-26,350321,5783712,MGA2020 zone 55,3977,42.9,1001,1205,3.8,14.97,CRANBOURNE NORTH,MAYFIELD,49
"-38.0584222298, 145.3184400475","{""coordinates"": [145.3184400475, -38.0584222298], ""type"": ""Point""}",-38.05842222984839,145.31844004753074,ARDBLAIR TERRACE,2019,Between 50km/h and 60km/h,W,2019-11-11,352476,5786369,MGA2020 zone 55,3805,53.5,1470,1879,2.32,9.95,NARRE WARREN SOUTH,SPRINGFIELD,53
"-38.0678893559, 145.3056371123","{""coordinates"": [145.3056371123, -38.0678893559], ""type"": ""Point""}",-38.067889355902274,145.30563711227683,GALLOWAY DRIVE,2019,Between 40km/h and 50km/h,W,2019-05-30,351371,5785298,MGA2020 zone 55,3805,46.6,4004,4907,2.3,14.16,NARRE WARREN SOUTH,SPRINGFIELD,57
"-38.0659245338, 145.3075042355","{""coordinates"": [145.3075042355, -38.0659245338], ""type"": ""Point""}",-38.06592453377202,145.30750423547818,THE PROMENADE,2018,Between 40km/h and 50km/h,W,2018-05-09,351531,5785519,MGA2020 zone 55,3805,49.0,1349,1566,4.5,24.84,NARRE WARREN SOUTH,SPRINGFIELD,59
"-38.0540505341, 145.3554857968","{""coordinates"": [145.3554857968, -38.0540505341], ""type"": ""Point""}",-38.05405053407661,145.35548579679434,CHIRNSIDE ROAD,2019,Between 50km/h and 60km/h,W,2019-05-30,355717,5786912,MGA2020 zone 55,3806,51.0,2098,2559,3.1,12.43,BERWICK,EDRINGTON,61
"-38.0699351145, 145.3104802122","{""coordinates"": [145.3104802122, -38.0699351145], ""type"": ""Point""}",-38.06993511453939,145.31048021224117,THE PROMENADE,2018,Between 40km/h and 50km/h,W,2018-05-17,351800,5785079,MGA2020 zone 55,3805,49.0,5539,6757,3.0,14.74,NARRE WARREN SOUTH,SPRINGFIELD,64
"-38.0670488988, 145.3107629139","{""coordinates"": [145.3107629139, -38.0670488988], ""type"": ""Point""}",-38.06704889875911,145.3107629138614,ROBINSWOOD PARADE,2019,Between 50km/h and 60km/h,W,2019-05-30,351819,5785400,MGA2020 zone 55,3805,54.3,1608,1987,1.7,12.43,NARRE WARREN SOUTH,SPRINGFIELD,65
"-38.0665963305, 145.3157092233","{""coordinates"": [145.3157092233, -38.0665963305], ""type"": ""Point""}",-38.06659633052018,145.3157092233406,ROBINSWOOD PARADE,2019,Between 50km/h and 60km/h,W,2019-05-30,352252,5785458,MGA2020 zone 55,3805,56.0,2058,2538,2.3,12.49,NARRE WARREN SOUTH,SPRINGFIELD,67
"-38.06666645, 145.3116101244","{""coordinates"": [145.3116101244, -38.06666645], ""type"": ""Point""}",-38.06666645004414,145.3116101244224,ROBINSWOOD PARADE,2018,Between 50km/h and 60km/h,W,2018-05-18,351893,5785443,MGA2020 zone 55,3805,55.0,1301,1619,1.5,13.22,NARRE WARREN SOUTH,SPRINGFIELD,71
"-38.0533190658, 145.355993413","{""coordinates"": [145.355993413, -38.0533190658], ""type"": ""Point""}",-38.053319065788564,145.35599341296503,HIGINBOTHAM RISE,2018,Between 40km/h and 50km/h,W,2018-03-02,355760,5786994,MGA2020 zone 55,3806,45.6,204,246,3.05,51.22,BERWICK,EDRINGTON,72
"-38.1196643144, 145.3210111599","{""coordinates"": [145.3210111599, -38.1196643144], ""type"": ""Point""}",-38.1196643143962,145.32101115988752,GREEN GULLY ROAD Clyde,2019,Between 40km/h and 50km/h,W,2019-02-23,352824,5779577,MGA2020 zone 55,3978,47.8,1263,1741,4.53,8.9,CLYDE,BALLA BALLA,73
"-38.1087520001, 145.2399039789","{""coordinates"": [145.2399039789, -38.1087520001], ""type"": ""Point""}",-38.10875200009867,145.23990397890938,ERINDALE STREET CRANBOURNE WEST,2019,Between 40km/h and 50km/h,W,2019-03-26,345691,5780657,MGA2020 zone 55,3977,47.0,103,142,8.1,9.86,CRANBOURNE WEST,MAYFIELD,74
"-38.0476226253, 145.2761774827","{""coordinates"": [145.2761774827, -38.0476226253], ""type"": ""Point""}",-38.04762262527749,145.27617748267775,HIGHMOUNT DRIVE HPK,2019,Between 40km/h and 50km/h,W,2019-02-26,348745,5787500,MGA2020 zone 55,3976,48.1,257,365,4.57,9.31,HAMPTON PARK,RIVER GUM,79
"-37.996767074, 145.2979740437","{""coordinates"": [145.2979740437, -37.996767074], ""type"": ""Point""}",-37.99676707398401,145.2979740437465,DRUMMER LANE Narre Warren,2019,Between 40km/h and 50km/h,W,2019-03-13,350555,5793178,MGA2020 zone 55,3805,45.7,638,901,3.17,10.21,NARRE WARREN,FOUR OAKS,82
"-38.0402189833, 145.2625073652","{""coordinates"": [145.2625073652, -38.0402189833], ""type"": ""Point""}",-38.0402189832694,145.26250736522843,CAIRNS ROAD,2019,Between 50km/h and 60km/h,W,2019-05-22,347530,5788299,MGA2020 zone 55,3976,56.0,2469,3273,6.1,11.0,HAMPTON PARK,RIVER GUM,90
"-38.0509262887, 145.3131442808","{""coordinates"": [145.3131442808, -38.0509262887], ""type"": ""Point""}",-38.05092628871111,145.31314428079273,COBBLESTONE AVENUE,2019,Between 30km/h and 40km/h,W,2019-08-26,351996,5787192,MGA2020 zone 55,3805,39.1,300,386,2.6,12.18,NARRE WARREN SOUTH,SPRINGFIELD,95
"-37.9877075457, 145.2695686398","{""coordinates"": [145.2695686398, -37.9877075457], ""type"": ""Point""}",-37.98770754568442,145.2695686397877,JAMES COOK DRIVE,2019,More than 60km/h,W,2019-03-13,348042,5794137,MGA2020 zone 55,3802,60.9,4287,5589,4.14,10.86,ENDEAVOUR HILLS,FOUR OAKS,102
"-37.9877051782, 145.2668277467","{""coordinates"": [145.2668277467, -37.9877051782], ""type"": ""Point""}",-37.98770517821488,145.26682774674427,JAMES COOK DRIVE,2019,Between 50km/h and 60km/h,W,2019-05-17,347801,5794133,MGA2020 zone 55,3802,57.0,3908,4851,3.7,12.27,ENDEAVOUR HILLS,FOUR OAKS,103
"-38.1982652779, 145.3868561033","{""coordinates"": [145.3868561033, -38.1982652779], ""type"": ""Point""}",-38.19826527793156,145.38685610325723,TOORADIN STATION ROAD,2019,More than 60km/h,W,2019-03-20,358748,5770958,MGA2020 zone 55,3980,81.0,374,437,12.7,13.73,TOORADIN,BALLA BALLA,108
"-38.2118418897, 145.337342575","{""coordinates"": [145.337342575, -38.2118418897], ""type"": ""Point""}",-38.21184188965312,145.33734257496684,WARNEET ROAD,2019,More than 60km/h,W,2019-11-12,354439,5769375,MGA2020 zone 55,3980,64.9,1557,1991,5.01,9.12,BLIND BIGHT,BALLA BALLA,109
"-38.0374022173, 145.35301834","{""coordinates"": [145.35301834, -38.0374022173], ""type"": ""Point""}",-38.03740221730028,145.3530183399857,MELVILLE PARK DRIVE,2018,Between 50km/h and 60km/h,W,2018-05-10,355468,5788756,MGA2020 zone 55,3806,54.3,2601,2910,4.25,18.76,BERWICK,EDRINGTON,113
"-38.0368954953, 145.3440299933","{""coordinates"": [145.3440299933, -38.0368954953], ""type"": ""Point""}",-38.03689549528679,145.3440299932515,RESERVE STREET,2019,Between 50km/h and 60km/h,W,2019-05-30,354678,5788798,MGA2020 zone 55,3806,52.6,3233,4047,4.6,14.11,BERWICK,EDRINGTON,114
"-38.0656865456, 145.3045602807","{""coordinates"": [145.3045602807, -38.0656865456], ""type"": ""Point""}",-38.06568654556804,145.30456028066837,GALLOWAY DRIVE,2019,Between 40km/h and 50km/h,W,2019-05-30,351273,5785541,MGA2020 zone 55,3805,49.3,5070,6342,2.8,12.2,NARRE WARREN SOUTH,SPRINGFIELD,115
"-38.0636890232, 145.3088284886","{""coordinates"": [145.3088284886, -38.0636890232], ""type"": ""Point""}",-38.06368902317234,145.30882848858087,THE PROMENADE,2019,Between 50km/h and 60km/h,W,2019-02-21,351643,5785769,MGA2020 zone 55,3805,50.0,2439,3028,6.8,1.16,NARRE WARREN SOUTH,SPRINGFIELD,118
"-38.067969119, 145.3077426338","{""coordinates"": [145.3077426338, -38.067969119], ""type"": ""Point""}",-38.06796911903349,145.30774263377037,ROBINSWOOD PARADE,2019,Between 40km/h and 50km/h,W,2019-05-30,351556,5785293,MGA2020 zone 55,3805,46.9,6398,7848,1.8,11.57,NARRE WARREN SOUTH,SPRINGFIELD,125
"-38.0549742732, 145.2522944274","{""coordinates"": [145.2522944274, -38.0549742732], ""type"": ""Point""}",-38.05497427323574,145.25229442740923,PATERSON DRIVE,2018,Between 40km/h and 50km/h,W,2018-03-02,346665,5786645,MGA2020 zone 55,3975,48.4,2882,3653,3.22,13.77,LYNBROOK,RIVER GUM,129
"-38.0569182394, 145.2515028492","{""coordinates"": [145.2515028492, -38.0569182394], ""type"": ""Point""}",-38.056918239375875,145.25150284921259,PATERSON DRIVE,2018,Between 40km/h and 50km/h,W,2018-03-02,346600,5786428,MGA2020 zone 55,3975,49.3,2745,3476,3.66,13.52,LYNBROOK,RIVER GUM,133
"-38.0003966494, 145.3185908696","{""coordinates"": [145.3185908696, -38.0003966494], ""type"": ""Point""}",-38.00039664937379,145.31859086957138,AMBER CRESCENT  Narre warren,2018,Between 50km/h and 60km/h,W,2018-03-14,352372,5792808,MGA2020 zone 55,3805,55.3,478,626,4.98,10.22,NARRE WARREN,FOUR OAKS,135
"-38.0019801938, 145.3383280047","{""coordinates"": [145.3383280047, -38.0019801938], ""type"": ""Point""}",-38.00198019383624,145.3383280047451,PEAK DRIVE Harkaway,2019,Between 50km/h and 60km/h,W,2019-03-13,354109,5792664,MGA2020 zone 55,3806,52.2,223,267,15.15,10.86,HARKAWAY,FOUR OAKS,136
"-37.9835213566, 145.3220698344","{""coordinates"": [145.3220698344, -37.9835213566], ""type"": ""Point""}",-37.983521356593435,145.3220698344369,ROBINSON ROAD Narre Warren NorTH,2020,More than 60km/h,W,2020-02-13,352644,5794686,MGA2020 zone 55,3804,76.5,2229,2673,3.04,12.16,NARRE WARREN NORTH,FOUR OAKS,137
"-38.1729253403, 145.2554257385","{""coordinates"": [145.2554257385, -38.1729253403], ""type"": ""Point""}",-38.17292534029597,145.25542573851735,NORTH ROAD PEARCEDALE,2019,More than 60km/h,W,2019-05-16,347186,5773561,MGA2020 zone 55,3912,83.0,4486,5478,9.8,12.78,PEARCEDALE,BALLA BALLA,138
"-38.164728058, 145.2957426778","{""coordinates"": [145.2957426778, -38.164728058], ""type"": ""Point""}",-38.16472805801725,145.2957426777824,OLIVE ROAD DEVON MEADOWS,2019,Between 40km/h and 50km/h,W,2019-03-20,350701,5774536,MGA2020 zone 55,3977,48.0,156,167,5.4,11.98,DEVON MEADOWS,BALLA BALLA,139
"-38.0724059759, 145.2461673276","{""coordinates"": [145.2461673276, -38.0724059759], ""type"": ""Point""}",-38.072405975892686,145.24616732759853,LYNDHURST BVD,2018,Between 50km/h and 60km/h,W,2018-05-08,346164,5784700,MGA2020 zone 55,3975,54.3,3510,4665,3.5,15.7,LYNDHURST,MAYFIELD,148
"-38.1123893265, 145.3219332554","{""coordinates"": [145.3219332554, -38.1123893265], ""type"": ""Point""}",-38.11238932647618,145.32193325544918,"MACKILLOP WAY, CLYDE NORTH",2019,Between 50km/h and 60km/h,W,2019-05-30,352890,5780386,MGA2020 zone 55,3978,53.3,1868,2254,2.7,15.75,CLYDE NORTH,EDRINGTON,150
"-38.1680370919, 145.3629857361","{""coordinates"": [145.3629857361, -38.1680370919], ""type"": ""Point""}",-38.1680370919436,145.36298573612788,MANKS ROAD,2018,More than 60km/h,W,2018-08-16,356598,5774275,MGA2020 zone 55,3978,101.0,1997,2456,10.8,12.34,CLYDE,BALLA BALLA,151
"-38.0689580421, 145.2438475483","{""coordinates"": [145.2438475483, -38.0689580421], ""type"": ""Point""}",-38.068958042128926,145.24384754833466,MELINGTON DRIVE,2018,Between 50km/h and 60km/h,W,2018-05-08,345953,5785079,MGA2020 zone 55,3975,54.3,1909,2395,7.6,13.0,LYNDHURST,MAYFIELD,154
"-38.0665222733, 145.2463558063","{""coordinates"": [145.2463558063, -38.0665222733], ""type"": ""Point""}",-38.06652227330625,145.2463558063341,MELINGTON DRIVE,2018,Between 50km/h and 60km/h,W,2018-05-08,346168,5785353,MGA2020 zone 55,3975,50.9,8047,10361,5.7,11.9,LYNDHURST,MAYFIELD,155
"-37.954520365, 145.2533316152","{""coordinates"": [145.2533316152, -37.954520365], ""type"": ""Point""}",-37.954520365044,145.25333161521726,CHURCHILL PARK DRIVE,2020,More than 60km/h,W,2020-07-14,346547,5797793,MGA2020 zone 55,3802,79.7,2633,3046,9.49,12.86,ENDEAVOUR HILLS,FOUR OAKS,166
